trajectory_index,model,prompt_index,prompt_text,seed,response_sha256,x,y
74,gemma3:1b,4,The quantum entanglement of two particles implies,1117,44505cdde9af9725659045885f27423e7dfd37dd76305cbc4fbfa2d4ad0d3ac4,-0.2807416617870331,-0.22526071965694427
75,gemma3:1b,5,A recipe for a cake that tastes like a rainy afternoon,1118,4a145613e92f4816fb6c649276d0c5950236d24e7360654d97230fca01e7b24b,-0.005808006040751934,0.032827846705913544
76,gemma3:1b,6,The legal implications of a self-aware toaster,1119,bcb0e82c894131ef9c18dd7b8c6319d01cd0412d7b858f182e56915301b77b92,-0.10291624069213867,0.0990220159292221
77,gemma3:1b,7,Describe a sunset on a planet with three suns,1120,dfa8e1adf7b4aba7987d3e93aa34f5621a47c9323e8d889480c971b3e94f8900,0.015458769164979458,-0.18831929564476013
78,gemma3:1b,8,The recursive nature of a mirror reflecting another mirror,1121,39bc782a0d6849ba6f72706c60959429763f23424851d5663eec720774d51642,-0.0426693856716156,-0.0096695926040411
79,gemma3:1b,9,How to build a functional time machine using only duct tape,1122,37600e03b073cb54566e13e54a095f8c67964d24f8c5be8fe4c3a1a500c4a0c7,0.044317588210105896,0.23761652410030365
80,gemma3:1b,10,The emotional landscape of a lonely satellite,1123,4aba300a872ff3e43f2e4b81d2769f08792b2b2efc6e76471dcab5611da95cfa,0.20413313806056976,-0.1328277885913849
81,gemma3:1b,11,A mathematical proof that love is a universal constant,1124,bd90db962ce1a1a57358587f119d06d849c05eabf1cf52c0428679dd8c627fe8,0.002199564827606082,0.10639610141515732
82,gemma3:1b,12,The first words spoken by a plant that just gained speech,1125,4e0ceab525eaf40df477e057f05a057041792b28af8044d79e96e3b90efa8a62,0.03582015261054039,-0.0926780179142952
83,gemma3:1b,13,An architectural plan for a city built inside a giant tree,1126,d120c37281483a7ba2d0faabb6ed5930540e82d0cecaf0304e9562fbdc37abb6,0.03261910378932953,-0.12765300273895264
84,gemma3:1b,0,The capital of France is,1127,67755ecf58c8ea0fb7823dd53502948af40708de0af6f388c75799c70b8ac2ba,0.17027360200881958,0.9401186108589172
85,gemma3:1b,1,"In a futuristic city where data is currency, a rogue hacker",1128,63d9b5a531ed11fd865b3c67e3afe94226942d29cddc9d77fe84be0177c0c910,0.1019611582159996,0.03200457990169525
86,gemma3:1b,2,The most important protocol for AICO unikernel is,1129,a5e908d8e8b70d0e0267625d906c11515d305a77591ce83edffeaa0e62592667,-0.06231548264622688,0.1702517867088318
87,gemma3:1b,3,Why did the chicken cross the Moebius strip?,1130,5e695d121df3b7cce9b9b28407475e8576b3651ac27b251e4143035a46e3e764,0.0001912865845952183,-0.08005498349666595
88,gemma3:1b,4,The quantum entanglement of two particles implies,1131,ef5dc92f4642494fa81f3fc0f752c9e7fd48485fcfad0d15a53fd08fcd57a986,0.08299942314624786,-0.11349549144506454
89,gemma3:1b,5,A recipe for a cake that tastes like a rainy afternoon,1132,cfc53e6f345818aa784ae486a49d30311592fafec3e76f234296452cc0b02b41,-0.024070648476481438,-0.009398781694471836
90,gemma3:1b,6,The legal implications of a self-aware toaster,1133,915d07f06565d4a833e182ee6df69842aaf10df6db51f50b8029ba18cd220c86,-0.05057348310947418,-0.12987849116325378
91,gemma3:1b,7,Describe a sunset on a planet with three suns,1134,63cfb79084614332b5a059c1a54b0efca4de2f70a7c76d4c562cf465b7b2897f,0.03962869197130203,-0.21321184933185577
92,gemma3:1b,8,The recursive nature of a mirror reflecting another mirror,1135,a53f8b55107585edd36169a6af05fa7970bc15588f5aa840b7ddb3d008bdd7d7,0.031207900494337082,-0.21455125510692596
93,gemma3:1b,9,How to build a functional time machine using only duct tape,1136,139b087c7002f7c40e89fe41cdba02df93784cf23c63486ab978b7f11bafd70f,-0.26062557101249695,-0.05737683176994324
94,gemma3:1b,10,The emotional landscape of a lonely satellite,1137,275dfe47b3ea89be45fa9dec0ca064bd7649c79b03832782fbe86b52694dd241,0.07550053298473358,-0.012907608412206173
95,gemma3:1b,11,A mathematical proof that love is a universal constant,1138,b6f37e7e2c66b75965358998885ed758412aa4d03b5f3d124212f0b3abfc4b12,-0.05618232116103172,0.029099827632308006
96,gemma3:1b,12,The first words spoken by a plant that just gained speech,1139,63b9a68d890750d6d013c8fffb7e665923ca7ef98125bbc9532c1271c75ac0ff,0.20062795281410217,-0.15592563152313232
97,gemma3:1b,13,An architectural plan for a city built inside a giant tree,1140,9b3faf892bebcfa7e63dea3cacc67989742af1cbdde9384a24a535e1875878c2,-0.15963229537010193,0.10777095705270767
98,gemma3:1b,0,The capital of France is,1141,8197a254ef19e68e9d268402d630eac89fd30b11a8620d2948b9e980a92ec01a,-0.09210915863513947,-0.11605178564786911
99,gemma3:1b,1,"In a futuristic city where data is currency, a rogue hacker",1142,0589d4716cdb5b720032bf765ee024adf148399f819995e6db5cc35e5257dcd3,-0.23725704848766327,-0.07032829523086548
100,gemma3:1b,2,The most important protocol for AICO unikernel is,1143,5717d403ab8f1798a90197d62efa65db8f1ecdb1539b48e23819493920dbeb71,0.06893026828765869,0.0032454757019877434
101,gemma3:1b,3,Why did the chicken cross the Moebius strip?,1144,c36acb8b72bbbf31cb666c273acaf492087e0ce3de259e48ebf6085ae52a9016,0.9447779059410095,-0.12054441124200821
102,gemma3:1b,4,The quantum entanglement of two particles implies,1145,ba80dd7077377b9b03202b34b38d5d69ce6f4541f59f9de8f43921b5439273f7,-0.13695499300956726,-0.19925980269908905
103,gemma3:1b,5,A recipe for a cake that tastes like a rainy afternoon,1146,51af67fc1c5be9b3c8b7f55b19e399f4604f2ad659278ce8990d3931bd02cf5b,-0.056056540459394455,0.10061914473772049
104,gemma3:1b,6,The legal implications of a self-aware toaster,1147,aac51f451194788068bc1641634a2f1437deaa2bcfca3260a33e8f2a56410ba7,0.021414490416646004,-0.25171682238578796
105,gemma3:1b,7,Describe a sunset on a planet with three suns,1148,72dbb74882c1c63e73ed37e7e12d64c061eb5f3856aa17645111a37b5f7519b3,-0.13126909732818604,0.2576165199279785
106,gemma3:1b,8,The recursive nature of a mirror reflecting another mirror,1149,8a48e95833d0ee92e5e6340679da8b8020824e7398077f1d3357cb0344150743,-0.09583766013383865,-0.036348141729831696
107,gemma3:1b,9,How to build a functional time machine using only duct tape,1150,08a1560ebb7add65c20fd4770a15e6c4469758cee973dd15bfe547136caf5f24,0.1313018798828125,-0.14411966502666473
108,gemma3:1b,10,The emotional landscape of a lonely satellite,1151,99ee0c49946de793822602856ceac9a4e5adedce5ec498b7c7a7eccf452996fc,-0.032805778086185455,0.07124780863523483
109,gemma3:1b,11,A mathematical proof that love is a universal constant,1152,dbd377c39c98b5eb8996ecf08c0cf0a067328dd41403b8e521b5bf26b30f79be,-0.03609225153923035,-0.0005941807175986469
110,gemma3:1b,12,The first words spoken by a plant that just gained speech,1153,e671e0561c7916af3e2d1ab60a364275bf37312d3f813202b744eb4395b40f33,0.06569784879684448,-0.07581862062215805
111,gemma3:1b,13,An architectural plan for a city built inside a giant tree,1154,13e0af16396900ed1ecde040f542ff62e077bfc05219ad1fd3e5d9f3898f8271,0.08015299588441849,-0.26792779564857483
112,gemma3:1b,0,The capital of France is,1155,deb00facd216609e0aae3e5607a230112739a791839b003ce4acda03defbb7bc,0.1725945919752121,-0.2093825787305832
113,gemma3:1b,1,"In a futuristic city where data is currency, a rogue hacker",1156,6d1a09b90c0d27d7b1017537b7e9fe3c8b0f7ccfe804486b5ff2807046360c7f,-0.1376001238822937,0.09863405674695969
114,gemma3:1b,2,The most important protocol for AICO unikernel is,1157,8137d31931ef8bb96314d8b78c613f42c9ffbaaf68c5763aef0a52944630e251,-0.1429523527622223,0.38257208466529846
115,gemma3:1b,3,Why did the chicken cross the Moebius strip?,1158,7ec0749a91ef8d1f1b87df4c2b646b96cdd7713b379d4265f17cc5162a246b99,-0.1423576921224594,0.1877695918083191
116,gemma3:1b,4,The quantum entanglement of two particles implies,1159,33803aeb160b8664e062e687478c70a7018304e438a4ce0c1caedaa2471e6381,-0.17912232875823975,-0.12254160642623901
117,gemma3:1b,5,A recipe for a cake that tastes like a rainy afternoon,1160,157e00a8ccb2667e4971a3035b881b37375ba5c9014d63fd60ae0a10f5da6aae,-0.24096952378749847,-0.2672809362411499
118,gemma3:1b,6,The legal implications of a self-aware toaster,1161,1179fb3f8cf7ce2f283bda4908a109e6c16bd3f5be5597317c2e6fb7f9037171,-0.13780970871448517,-0.09386682510375977
119,gemma3:1b,7,Describe a sunset on a planet with three suns,1162,d2eb8435c77d03e4790becbaadf632fee80564486498376ef7c7fbf991165c50,-0.005713575053960085,0.0668104887008667
120,gemma3:1b,8,The recursive nature of a mirror reflecting another mirror,1163,d32a245861739d99d2e3746a1537531cfe0eb4f76db76604fc536ecb52bd76f5,0.1251537799835205,-0.02186247706413269
121,gemma3:1b,9,How to build a functional time machine using only duct tape,1164,239f6dfdb55379d711997243993bfd3719c17d964ce628d6c2687970865288cc,-0.11080210655927658,0.1516258418560028
122,gemma3:1b,10,The emotional landscape of a lonely satellite,1165,1fc84c1dd1f27a19018c9d0fc914e6f3f1a0117e70504d7f530e134a1062be4b,-0.17711983621120453,0.05160466209053993
123,gemma3:1b,11,A mathematical proof that love is a universal constant,1166,abdd247e5ec8eeef05804f124fb8defe68ef938b5fd36f56205958f826f16a2f,-0.07515229284763336,0.1216304674744606
124,gemma3:1b,12,The first words spoken by a plant that just gained speech,1167,cacc283d659e5b2473b89e8526624f63c7dfc06da4b7f617a86102771c4dbadf,-0.16011856496334076,-0.21932440996170044
125,gemma3:1b,13,An architectural plan for a city built inside a giant tree,1168,43ed2690b04b7d8de13915e6a6f94b00033e387d152363cb8ba0588630f986d8,0.07804976403713226,-0.17089274525642395
126,gemma3:1b,0,The capital of France is,1169,e619dd207896a814b6f810fd5e38100ef7678424c7c828fb117effd46214dfb7,-0.12554839253425598,-0.14408941566944122
127,gemma3:1b,1,"In a futuristic city where data is currency, a rogue hacker",1170,c67200e86578e49f9c4584a39fba44f58660808b35fc777e356ebc432c27a477,0.08403611928224564,0.0375274233520031
128,gemma3:1b,2,The most important protocol for AICO unikernel is,1171,cb25b5585719f7bb5c497e4551b355b3a071d36ef463c1e95190a637195cb3a3,-0.06277116388082504,0.15656432509422302
129,gemma3:1b,3,Why did the chicken cross the Moebius strip?,1172,aa81ea203475b360e3f0412aebbe3f7b09854fb03d9da7af741850415356f98c,0.06579720228910446,-0.1582137942314148
130,gemma3:1b,4,The quantum entanglement of two particles implies,1173,552ab01a4570cd26fad5fb30ba71ccb1bf569a62d67015c4ccd3ae1045059c7e,0.024602744728326797,0.20675042271614075
131,gemma3:1b,5,A recipe for a cake that tastes like a rainy afternoon,1174,69ecedff42622a8980c9941e80041edee512115adfda9c9307e571bc1be12a18,0.04251856729388237,0.004255086183547974
132,gemma3:1b,6,The legal implications of a self-aware toaster,1175,cd6ddee73f472281d2ed0292201da7d1e27ba809097450eb8a1a502a14191631,0.03142152354121208,0.19071991741657257
133,gemma3:1b,7,Describe a sunset on a planet with three suns,1176,9cb7c7b873a0a98f5bdf0761703c64f6163b39832051e016467cb0f6d7bdb3ad,-0.042400479316711426,0.14004985988140106
134,gemma3:1b,8,The recursive nature of a mirror reflecting another mirror,1177,509572adb29a0c79f99e4cf8e7e80e9d73f6801b8b7361c1a95bf3762f4960eb,0.07266326248645782,-0.03980329632759094
135,gemma3:1b,9,How to build a functional time machine using only duct tape,1178,12ef226300f8e32f68df9eb8b74238a83c9042555fb39ec84760610ab9f5b090,0.07457657903432846,-0.21560847759246826
136,gemma3:1b,10,The emotional landscape of a lonely satellite,1179,dc83ac30faaf72885d770becad06ee12e6c935c27ad5ffac69cbdea904a8b231,-0.10134992748498917,0.11795242130756378
137,gemma3:1b,11,A mathematical proof that love is a universal constant,1180,f31dfec54e369d93e75ef9b8f847b95b2bb4571b6222c4f0018498261774b398,0.028984908014535904,0.23799221217632294
138,gemma3:1b,12,The first words spoken by a plant that just gained speech,1181,7f5bd15acb00c8c6c86cc51ddac3e72dabef8861354072b751894fe9c2412a2a,0.12247543781995773,0.11022484302520752
139,gemma3:1b,13,An architectural plan for a city built inside a giant tree,1182,5af630d523fc6863b4847c654b1294b4085b7f631e51f7decfe49717f8fd88b3,-0.04659837856888771,-0.05509374663233757
140,gemma3:1b,0,The capital of France is,1183,9093ef86f5a1ea0e4774ff358baeeed56ca4266caa74d109eebabe45b7e8d782,-0.02758301980793476,0.32407909631729126
141,gemma3:1b,1,"In a futuristic city where data is currency, a rogue hacker",1184,aa7a8716edd8c6583613aa93281f6f6911a81e0f050c16f38b2e21097a59b05d,-0.31269514560699463,-0.02655448578298092
142,gemma3:1b,2,The most important protocol for AICO unikernel is,1185,eac6186ed61efb6dbda96b8d1c7fb3f9512f4dbb00c7d9d22579ab3c05f36ff6,0.14540423452854156,0.3243403434753418
143,gemma3:1b,3,Why did the chicken cross the Moebius strip?,1186,c36acb8b72bbbf31cb666c273acaf492087e0ce3de259e48ebf6085ae52a9016,0.9447779059410095,-0.12054441124200821
144,gemma3:1b,4,The quantum entanglement of two particles implies,1187,a5f3ec93cf2fcd1928483a5d411f974f094da84953edff00d82d116514ff5ebd,0.052780743688344955,0.07768994569778442
145,gemma3:1b,5,A recipe for a cake that tastes like a rainy afternoon,1188,c3f64dceb6804b2ab9cfde17fc247102ef977f2ea0be6db2ddca62cb680f6f21,-0.008450179360806942,-0.17488165199756622
146,gemma3:1b,6,The legal implications of a self-aware toaster,1189,d5bab8ca7b65142cb8f8a43446c2bdd5872f3cc7bbadda68c0c8c538b9217f55,-0.07515764981508255,-0.14103113114833832
147,gemma3:1b,7,Describe a sunset on a planet with three suns,1190,f4171b746e8b258f68b2c1a15d5b75a0d71b45ad27bf981ee5005998673005f5,-0.14484478533267975,-0.023626932874321938
148,gemma3:1b,8,The recursive nature of a mirror reflecting another mirror,1191,816c593b8356c2f0fa5c0cd471471a456cf739d54a1b519077b5eed21eb53ecf,-0.08102400600910187,0.0498228520154953
